,State,district,date,confirmed,active,recovered,deceased,DaysFromFirstDate
8428,Jammu and Kashmir,Baramulla,2020-05-08,106,61,42,3,113
8429,Jammu and Kashmir,Budgam,2020-05-08,46,33,13,0,113
8430,Jammu and Kashmir,Ganderbal,2020-05-08,19,5,14,0,113
8431,Jammu and Kashmir,Jammu,2020-05-08,31,5,26,0,113
8432,Jammu and Kashmir,Kathua,2020-05-08,1,0,1,0,113
8433,Jammu and Kashmir,Kishtwar,2020-05-08,1,0,1,0,113
8434,Jammu and Kashmir,Kulgam,2020-05-08,20,15,5,0,113
8435,Jammu and Kashmir,Kupwara,2020-05-08,69,36,33,0,113
8436,Jammu and Kashmir,Pulwama,2020-05-08,12,8,4,0,113
8437,Jammu and Kashmir,Rajouri,2020-05-08,4,1,3,0,113
8438,Jammu and Kashmir,Ramban,2020-05-08,1,1,0,0,113
8439,Jammu and Kashmir,Reasi,2020-05-08,1,1,0,0,113
8440,Jammu and Kashmir,Samba,2020-05-08,7,3,4,0,113
8441,Jammu and Kashmir,Shopiyan,2020-05-08,98,51,47,0,113
8442,Jammu and Kashmir,Srinagar,2020-05-08,129,50,76,3,113
8443,Jammu and Kashmir,Udhampur,2020-05-08,22,2,19,1,113
8444,Jharkhand,Bokaro,2020-05-08,10,0,9,1,113
8445,Jharkhand,Deoghar,2020-05-08,4,2,2,0,113
8446,Jharkhand,Dhanbad,2020-05-08,2,0,2,0,113
8447,Jharkhand,Dumka,2020-05-08,2,2,0,0,113
8448,Jharkhand,Garhwa,2020-05-08,3,3,0,0,113
8449,Jharkhand,Giridih,2020-05-08,1,0,1,0,113
8450,Jharkhand,Godda,2020-05-08,1,1,0,0,113
8451,Jharkhand,Hazaribagh,2020-05-08,3,0,3,0,113
8452,Jharkhand,Jamtara,2020-05-08,2,2,0,0,113
8453,Jharkhand,Koderma,2020-05-08,1,0,1,0,113
8454,Jharkhand,Palamu,2020-05-08,8,8,0,0,113
8455,Jharkhand,Ranchi,2020-05-08,93,73,18,2,113
8456,Jharkhand,Simdega,2020-05-08,2,1,1,0,113
8457,Jharkhand,Unknown,2020-05-08,0,-4,4,0,113
8458,Karnataka,Bagalkote,2020-05-08,51,32,18,1,113
8459,Karnataka,Ballari,2020-05-08,15,4,11,0,113
8460,Karnataka,Belagavi,2020-05-08,83,48,34,1,113
8461,Karnataka,Bengaluru Rural,2020-05-08,6,0,6,0,113
8462,Karnataka,Bengaluru Urban,2020-05-08,163,72,84,6,113
8463,Karnataka,Bidar,2020-05-08,22,8,13,1,113
8464,Karnataka,Chikkaballapura,2020-05-08,21,7,12,2,113
8465,Karnataka,Chitradurga,2020-05-08,4,3,1,0,113
8466,Karnataka,Dakshina Kannada,2020-05-08,22,12,7,3,113
8467,Karnataka,Davanagere,2020-05-08,61,55,2,4,113
8468,Karnataka,Dharwad,2020-05-08,12,5,7,0,113
8469,Karnataka,Gadag,2020-05-08,5,3,1,1,113
8470,Karnataka,Haveri,2020-05-08,2,2,0,0,113
8471,Karnataka,Kalaburagi,2020-05-08,67,32,29,6,113
8472,Karnataka,Kodagu,2020-05-08,1,0,1,0,113
8473,Karnataka,Mandya,2020-05-08,28,17,11,0,113
8474,Karnataka,Mysuru,2020-05-08,88,7,81,0,113
8475,Karnataka,Other State,2020-05-08,20,2,18,0,113
8476,Karnataka,Tumakuru,2020-05-08,7,4,1,2,113
8477,Karnataka,Udupi,2020-05-08,3,0,3,0,113
8478,Karnataka,Uttara Kannada,2020-05-08,24,13,11,0,113
8479,Karnataka,Vijayapura,2020-05-08,48,20,25,3,113
8480,Kerala,Alappuzha,2020-05-08,5,0,5,0,113
8481,Kerala,Ernakulam,2020-05-08,25,1,23,1,113
8482,Kerala,Idukki,2020-05-08,23,1,22,0,113
8483,Kerala,Kannur,2020-05-08,116,5,110,1,113
8484,Kerala,Kasaragod,2020-05-08,179,1,178,0,113
8485,Kerala,Kollam,2020-05-08,20,3,17,0,113
8486,Kerala,Kottayam,2020-05-08,21,0,21,0,113
8487,Kerala,Kozhikode,2020-05-08,24,0,24,0,113
8488,Kerala,Malappuram,2020-05-08,24,0,23,1,113
8489,Kerala,Palakkad,2020-05-08,13,1,12,0,113
8490,Kerala,Pathanamthitta,2020-05-08,17,0,17,0,113
8491,Kerala,Thiruvananthapuram,2020-05-08,17,0,16,1,113
8492,Kerala,Thrissur,2020-05-08,13,0,13,0,113
8493,Kerala,Wayanad,2020-05-08,7,4,3,0,113
8494,Ladakh,Kargil,2020-05-08,9,5,4,0,113
8495,Ladakh,Leh,2020-05-08,33,20,13,0,113
8496,Madhya Pradesh,Agar Malwa,2020-05-08,13,2,10,1,113
8497,Madhya Pradesh,Alirajpur,2020-05-08,3,0,3,0,113
8498,Madhya Pradesh,Anuppur,2020-05-08,3,3,0,0,113
8499,Madhya Pradesh,Ashoknagar,2020-05-08,1,0,0,1,113
8500,Madhya Pradesh,Barwani,2020-05-08,26,3,23,0,113
8501,Madhya Pradesh,Betul,2020-05-08,1,0,1,0,113
8502,Madhya Pradesh,Bhopal,2020-05-08,679,301,354,24,113
8503,Madhya Pradesh,Burhanpur,2020-05-08,42,38,0,4,113
8504,Madhya Pradesh,Chhindwara,2020-05-08,5,2,2,1,113
8505,Madhya Pradesh,Dewas,2020-05-08,32,13,12,7,113
8506,Madhya Pradesh,Dhar,2020-05-08,78,51,26,1,113
8507,Madhya Pradesh,Dindori,2020-05-08,1,0,1,0,113
8508,Madhya Pradesh,Guna,2020-05-08,1,1,0,0,113
8509,Madhya Pradesh,Gwalior,2020-05-08,12,9,3,0,113
8510,Madhya Pradesh,Harda,2020-05-08,3,3,0,0,113
8511,Madhya Pradesh,Hoshangabad,2020-05-08,36,10,23,3,113
8512,Madhya Pradesh,Indore,2020-05-08,1727,978,663,86,113
8513,Madhya Pradesh,Jabalpur,2020-05-08,116,94,17,5,113
8514,Madhya Pradesh,Jhabua,2020-05-08,1,1,0,0,113
8515,Madhya Pradesh,Khandwa,2020-05-08,52,13,32,7,113
8516,Madhya Pradesh,Khargone,2020-05-08,80,35,37,8,113
8517,Madhya Pradesh,Mandsaur,2020-05-08,51,41,6,4,113
8518,Madhya Pradesh,Morena,2020-05-08,22,9,13,0,113
8519,Madhya Pradesh,Neemuch,2020-05-08,5,5,0,0,113
8520,Madhya Pradesh,Panna,2020-05-08,1,1,0,0,113
8521,Madhya Pradesh,Raisen,2020-05-08,64,37,24,3,113
8522,Madhya Pradesh,Ratlam,2020-05-08,23,11,12,0,113
8523,Madhya Pradesh,Rewa,2020-05-08,2,2,0,0,113
8524,Madhya Pradesh,Sagar,2020-05-08,5,0,5,0,113
8525,Madhya Pradesh,Satna,2020-05-08,1,0,0,1,113
8526,Madhya Pradesh,Sehore,2020-05-08,1,1,0,0,113
8527,Madhya Pradesh,Shahdol,2020-05-08,3,3,0,0,113
8528,Madhya Pradesh,Shajapur,2020-05-08,8,1,6,1,113
8529,Madhya Pradesh,Sheopur,2020-05-08,4,0,4,0,113
8530,Madhya Pradesh,Shivpuri,2020-05-08,3,1,2,0,113
8531,Madhya Pradesh,Tikamgarh,2020-05-08,3,3,0,0,113
8532,Madhya Pradesh,Ujjain,2020-05-08,220,120,57,43,113
8533,Madhya Pradesh,Vidisha,2020-05-08,13,0,13,0,113
8534,Maharashtra,Ahmednagar,2020-05-08,53,22,29,2,113
8535,Maharashtra,Akola,2020-05-08,121,85,26,10,113
8536,Maharashtra,Amravati,2020-05-08,80,61,8,11,113
8537,Maharashtra,Aurangabad,2020-05-08,423,380,31,12,113
8538,Maharashtra,Beed,2020-05-08,1,0,1,0,113
8539,Maharashtra,Bhandara,2020-05-08,1,1,0,0,113
8540,Maharashtra,Buldhana,2020-05-08,24,-1,24,1,113
8541,Maharashtra,Chandrapur,2020-05-08,4,2,2,0,113
8542,Maharashtra,Dhule,2020-05-08,32,17,12,3,113
8543,Maharashtra,Gondia,2020-05-08,1,0,1,0,113
8544,Maharashtra,Hingoli,2020-05-08,58,57,1,0,113
8545,Maharashtra,Jalgaon,2020-05-08,96,80,2,14,113
8546,Maharashtra,Jalna,2020-05-08,12,11,1,0,113
8547,Maharashtra,Kolhapur,2020-05-08,16,7,8,1,113
8548,Maharashtra,Latur,2020-05-08,25,16,8,1,113
8549,Maharashtra,Mumbai,2020-05-08,12142,9887,1793,462,113
8550,Maharashtra,Nagpur,2020-05-08,212,147,63,2,113
8551,Maharashtra,Nanded,2020-05-08,32,30,0,2,113
8552,Maharashtra,Nandurbar,2020-05-08,19,14,4,1,113
8553,Maharashtra,Nashik,2020-05-08,557,521,24,12,113
8554,Maharashtra,Osmanabad,2020-05-08,3,0,3,0,113
8555,Maharashtra,Other State,2020-05-08,34,26,0,8,113
8556,Maharashtra,Palghar,2020-05-08,240,125,104,11,113
8557,Maharashtra,Parbhani,2020-05-08,2,0,1,1,113
8558,Maharashtra,Pune,2020-05-08,2177,1368,670,139,113
8559,Maharashtra,Raigad,2020-05-08,213,165,45,3,113
8560,Maharashtra,Ratnagiri,2020-05-08,17,11,5,1,113
8561,Maharashtra,Sangli,2020-05-08,35,9,25,1,113
8562,Maharashtra,Satara,2020-05-08,94,78,14,2,113
8563,Maharashtra,Sindhudurg,2020-05-08,5,4,1,0,113
8564,Maharashtra,Solapur,2020-05-08,185,153,22,10,113
8565,Maharashtra,Thane,2020-05-08,2053,1680,352,21,113
8566,Maharashtra,Unknown,2020-05-08,0,-169,169,0,113
8567,Maharashtra,Washim,2020-05-08,1,-1,2,0,113
8568,Maharashtra,Yavatmal,2020-05-08,95,76,19,0,113
8569,Manipur,Imphal East,2020-05-08,1,0,1,0,113
8570,Manipur,Imphal West,2020-05-08,1,0,1,0,113
8571,Meghalaya,East Khasi Hills,2020-05-08,12,1,10,1,113
8572,Mizoram,Aizawl,2020-05-08,1,0,1,0,113
8573,Odisha,Balangir,2020-05-08,2,2,0,0,113
8574,Odisha,Balasore,2020-05-08,27,22,5,0,113
8575,Odisha,Bhadrak,2020-05-08,24,12,12,0,113
8576,Odisha,Cuttack,2020-05-08,2,1,1,0,113
8577,Odisha,Deogarh,2020-05-08,1,1,0,0,113
8578,Odisha,Dhenkanal,2020-05-08,1,0,1,0,113
8579,Odisha,Ganjam,2020-05-08,71,71,0,0,113
8580,Odisha,Jagatsinghpur,2020-05-08,5,5,0,0,113
8581,Odisha,Jajpur,2020-05-08,55,54,1,0,113
8582,Odisha,Jharsuguda,2020-05-08,2,2,0,0,113
8583,Odisha,Kalahandi,2020-05-08,2,0,2,0,113
8584,Odisha,Kendrapara,2020-05-08,8,6,2,0,113
8585,Odisha,Kendujhar,2020-05-08,2,2,0,0,113
8586,Odisha,Khordha,2020-05-08,50,16,32,2,113
8587,Odisha,Koraput,2020-05-08,1,1,0,0,113
8588,Odisha,Mayurbhanj,2020-05-08,4,4,0,0,113
8589,Odisha,Puri,2020-05-08,1,0,1,0,113
8590,Odisha,Sundargarh,2020-05-08,12,6,6,0,113
8591,Puducherry,Mahe,2020-05-08,2,0,2,0,113
8592,Puducherry,Puducherry,2020-05-08,13,7,6,0,113
8593,Punjab,Amritsar,2020-05-08,288,277,8,3,113
8594,Punjab,Barnala,2020-05-08,21,19,1,1,113
8595,Punjab,Bathinda,2020-05-08,40,40,0,0,113
8596,Punjab,Faridkot,2020-05-08,45,42,3,0,113
8597,Punjab,Fatehgarh Sahib,2020-05-08,24,22,2,0,113
8598,Punjab,Fazilka,2020-05-08,39,39,0,0,113
8599,Punjab,Ferozepur,2020-05-08,43,41,1,1,113
8600,Punjab,Gurdaspur,2020-05-08,115,114,0,1,113
8601,Punjab,Hoshiarpur,2020-05-08,89,80,6,3,113
8602,Punjab,Jalandhar,2020-05-08,158,145,8,5,113
8603,Punjab,Kapurthala,2020-05-08,23,19,2,2,113
8604,Punjab,Ludhiana,2020-05-08,125,112,8,5,113
8605,Punjab,Mansa,2020-05-08,20,15,5,0,113
8606,Punjab,Moga,2020-05-08,56,52,4,0,113
8607,Punjab,Pathankot,2020-05-08,27,16,10,1,113
8608,Punjab,Patiala,2020-05-08,95,75,18,2,113
8609,Punjab,Rupnagar,2020-05-08,14,11,2,1,113
8610,Punjab,S.A.S. Nagar,2020-05-08,95,40,52,3,113
8611,Punjab,Sangrur,2020-05-08,88,85,3,0,113
8612,Punjab,Shahid Bhagat Singh Nagar,2020-05-08,104,85,18,1,113
8613,Punjab,Sri Muktsar Sahib,2020-05-08,65,64,1,0,113
8614,Punjab,Tarn Taran,2020-05-08,157,157,0,0,113
8615,Rajasthan,Ajmer,2020-05-08,196,129,63,4,113
8616,Rajasthan,Alwar,2020-05-08,20,13,6,1,113
8617,Rajasthan,BSF Camp,2020-05-08,42,42,0,0,113
8618,Rajasthan,Banswara,2020-05-08,66,8,58,0,113
8619,Rajasthan,Baran,2020-05-08,1,1,0,0,113
8620,Rajasthan,Barmer,2020-05-08,3,2,1,0,113
8621,Rajasthan,Bharatpur,2020-05-08,116,9,105,2,113
8622,Rajasthan,Bhilwara,2020-05-08,43,6,35,2,113
8623,Rajasthan,Bikaner,2020-05-08,38,1,36,1,113
8624,Rajasthan,Chittorgarh,2020-05-08,126,124,0,2,113
8625,Rajasthan,Churu,2020-05-08,14,0,14,0,113
8626,Rajasthan,Dausa,2020-05-08,21,0,21,0,113
8627,Rajasthan,Dholpur,2020-05-08,21,20,1,0,113
8628,Rajasthan,Dungarpur,2020-05-08,9,4,5,0,113
8629,Rajasthan,Evacuees,2020-05-08,61,0,61,0,113
8630,Rajasthan,Hanumangarh,2020-05-08,11,0,11,0,113
8631,Rajasthan,Italians,2020-05-08,2,0,2,0,113
8632,Rajasthan,Jaipur,2020-05-08,1145,371,720,54,113
8633,Rajasthan,Jaisalmer,2020-05-08,35,4,31,0,113
8634,Rajasthan,Jalore,2020-05-08,4,4,0,0,113
8635,Rajasthan,Jhalawar,2020-05-08,47,8,39,0,113
8636,Rajasthan,Jhunjhunu,2020-05-08,42,0,42,0,113
8637,Rajasthan,Jodhpur,2020-05-08,851,493,342,16,113
8638,Rajasthan,Karauli,2020-05-08,5,1,3,1,113
8639,Rajasthan,Kota,2020-05-08,232,62,159,11,113
8640,Rajasthan,Nagaur,2020-05-08,119,15,102,2,113
8641,Rajasthan,Other State,2020-05-08,2,0,0,2,113
8642,Rajasthan,Pali,2020-05-08,55,53,2,0,113
8643,Rajasthan,Pratapgarh,2020-05-08,4,1,2,1,113
8644,Rajasthan,Rajsamand,2020-05-08,13,12,1,0,113
8645,Rajasthan,Sawai Madhopur,2020-05-08,9,0,8,1,113
8646,Rajasthan,Sikar,2020-05-08,9,4,3,2,113
8647,Rajasthan,Sirohi,2020-05-08,2,2,0,0,113
8648,Rajasthan,Tonk,2020-05-08,136,4,131,1,113
8649,Rajasthan,Udaipur,2020-05-08,79,72,7,0,113
8650,Tamil Nadu,Ariyalur,2020-05-08,245,239,6,0,113
8651,Tamil Nadu,Chengalpattu,2020-05-08,178,127,49,2,113
8652,Tamil Nadu,Chennai,2020-05-08,3046,2647,374,25,113
8653,Tamil Nadu,Coimbatore,2020-05-08,146,5,140,1,113
8654,Tamil Nadu,Cuddalore,2020-05-08,390,364,26,0,113
8655,Tamil Nadu,Dharmapuri,2020-05-08,4,3,1,0,113
8656,Tamil Nadu,Dindigul,2020-05-08,107,27,79,1,113
8657,Tamil Nadu,Erode,2020-05-08,70,0,69,1,113
8658,Tamil Nadu,Kallakurichi,2020-05-08,54,50,4,0,113
8659,Tamil Nadu,Kancheepuram,2020-05-08,96,84,11,1,113
8660,Tamil Nadu,Kanyakumari,2020-05-08,25,9,16,0,113
8661,Tamil Nadu,Karur,2020-05-08,46,4,42,0,113
8662,Tamil Nadu,Krishnagiri,2020-05-08,10,10,0,0,113
8663,Tamil Nadu,Madurai,2020-05-08,114,58,54,2,113
8664,Tamil Nadu,Nagapattinam,2020-05-08,45,1,44,0,113
8665,Tamil Nadu,Namakkal,2020-05-08,76,21,55,0,113
8666,Tamil Nadu,Nilgiris,2020-05-08,14,5,9,0,113
8667,Tamil Nadu,Perambalur,2020-05-08,73,68,5,0,113
8668,Tamil Nadu,Pudukkottai,2020-05-08,5,4,1,0,113
8669,Tamil Nadu,Ramanathapuram,2020-05-08,24,10,14,0,113
8670,Tamil Nadu,Ranipet,2020-05-08,49,12,37,0,113
8671,Tamil Nadu,Salem,2020-05-08,35,7,28,0,113
8672,Tamil Nadu,Sivaganga,2020-05-08,12,0,12,0,113
8673,Tamil Nadu,Tenkasi,2020-05-08,49,33,16,0,113
8674,Tamil Nadu,Thanjavur,2020-05-08,60,16,44,0,113
8675,Tamil Nadu,Theni,2020-05-08,55,12,42,1,113
8676,Tamil Nadu,Thiruvallur,2020-05-08,273,219,53,1,113
8677,Tamil Nadu,Thiruvarur,2020-05-08,33,10,23,0,113
8678,Tamil Nadu,Thoothukkudi,2020-05-08,30,3,26,1,113
8679,Tamil Nadu,Tiruchirappalli,2020-05-08,63,13,50,0,113
8680,Tamil Nadu,Tirunelveli,2020-05-08,74,14,59,1,113
8681,Tamil Nadu,Tirupathur,2020-05-08,23,6,17,0,113
8682,Tamil Nadu,Tiruppur,2020-05-08,114,2,112,0,113
8683,Tamil Nadu,Tiruvannamalai,2020-05-08,68,58,10,0,113
8684,Tamil Nadu,Vellore,2020-05-08,30,12,17,1,113
8685,Tamil Nadu,Viluppuram,2020-05-08,235,201,32,2,113
8686,Tamil Nadu,Virudhunagar,2020-05-08,38,10,28,0,113
8687,Telangana,Adilabad,2020-05-08,21,8,13,0,113
8688,Telangana,Bhadradri Kothagudem,2020-05-08,4,0,4,0,113
8689,Telangana,Hyderabad,2020-05-08,624,370,233,21,113
8690,Telangana,Jagtial,2020-05-08,4,2,2,0,113
8691,Telangana,Jangaon,2020-05-08,3,2,1,0,113
8692,Telangana,Jayashankar Bhupalapally,2020-05-08,3,3,0,0,113
8693,Telangana,Jogulamba Gadwal,2020-05-08,45,22,22,1,113
8694,Telangana,Kamareddy,2020-05-08,12,4,8,0,113
8695,Telangana,Karimnagar,2020-05-08,19,4,15,0,113
8696,Telangana,Khammam,2020-05-08,8,5,3,0,113
8697,Telangana,Komaram Bheem,2020-05-08,7,7,0,0,113
8698,Telangana,Mahabubabad,2020-05-08,1,0,1,0,113
8699,Telangana,Mahabubnagar,2020-05-08,11,3,8,0,113
8700,Telangana,Mancherial,2020-05-08,1,0,0,1,113
8701,Telangana,Medak,2020-05-08,5,1,4,0,113
8702,Telangana,Medchal Malkajgiri,2020-05-08,22,15,6,1,113
8703,Telangana,Mulugu,2020-05-08,2,0,2,0,113
8704,Telangana,Nagarkurnool,2020-05-08,2,0,2,0,113
8705,Telangana,Nalgonda,2020-05-08,17,5,12,0,113
8706,Telangana,Narayanpet,2020-05-08,1,0,0,1,113
8707,Telangana,Nirmal,2020-05-08,20,8,12,0,113
8708,Telangana,Nizamabad,2020-05-08,61,31,30,0,113
8709,Telangana,Other State,2020-05-08,3,3,0,0,113
8710,Telangana,Peddapalli,2020-05-08,2,1,1,0,113
8711,Telangana,Rajanna Sircilla,2020-05-08,3,2,1,0,113
8712,Telangana,Ranga Reddy,2020-05-08,36,21,13,2,113
8713,Telangana,Sangareddy,2020-05-08,7,1,6,0,113
8714,Telangana,Siddipet,2020-05-08,1,0,1,0,113
8715,Telangana,Suryapet,2020-05-08,83,68,15,0,113
8716,Telangana,Unknown,2020-05-08,40,-238,277,1,113
8717,Telangana,Vikarabad,2020-05-08,37,23,13,1,113
8718,Telangana,Warangal Urban,2020-05-08,27,5,22,0,113
8719,Tripura,Dhalai,2020-05-08,86,86,0,0,113
8720,Tripura,Gomati,2020-05-08,1,0,1,0,113
8721,Tripura,North Tripura,2020-05-08,1,0,1,0,113
8722,Uttar Pradesh,Agra,2020-05-08,706,429,261,16,113
8723,Uttar Pradesh,Aligarh,2020-05-08,53,41,10,2,113
8724,Uttar Pradesh,Amethi,2020-05-08,5,5,0,0,113
8725,Uttar Pradesh,Amroha,2020-05-08,33,6,26,1,113
8726,Uttar Pradesh,Auraiya,2020-05-08,13,1,12,0,113
8727,Uttar Pradesh,Ayodhya,2020-05-08,1,1,0,0,113
8728,Uttar Pradesh,Azamgarh,2020-05-08,9,1,8,0,113
8729,Uttar Pradesh,Baghpat,2020-05-08,21,5,16,0,113
8730,Uttar Pradesh,Bahraich,2020-05-08,17,9,8,0,113
8731,Uttar Pradesh,Balrampur,2020-05-08,2,1,1,0,113
8732,Uttar Pradesh,Banda,2020-05-08,18,15,3,0,113
8733,Uttar Pradesh,Barabanki,2020-05-08,2,1,1,0,113
8734,Uttar Pradesh,Bareilly,2020-05-08,11,4,6,1,113
8735,Uttar Pradesh,Basti,2020-05-08,35,10,24,1,113
8736,Uttar Pradesh,Bhadohi,2020-05-08,2,1,1,0,113
8737,Uttar Pradesh,Bijnor,2020-05-08,33,11,21,1,113
8738,Uttar Pradesh,Budaun,2020-05-08,17,4,13,0,113
8739,Uttar Pradesh,Bulandshahr,2020-05-08,61,27,33,1,113
8740,Uttar Pradesh,Chitrakoot,2020-05-08,3,3,0,0,113
8741,Uttar Pradesh,Deoria,2020-05-08,3,3,0,0,113
8742,Uttar Pradesh,Etah,2020-05-08,9,5,3,1,113
8743,Uttar Pradesh,Etawah,2020-05-08,3,1,2,0,113
8744,Uttar Pradesh,Fatehpur,2020-05-08,2,2,0,0,113
8745,Uttar Pradesh,Firozabad,2020-05-08,184,103,77,4,113
8746,Uttar Pradesh,Gautam Buddha Nagar,2020-05-08,211,89,121,1,113
8747,Uttar Pradesh,Ghaziabad,2020-05-08,126,68,56,2,113
8748,Uttar Pradesh,Ghazipur,2020-05-08,6,0,6,0,113
8749,Uttar Pradesh,Gonda,2020-05-08,11,9,2,0,113
8750,Uttar Pradesh,Gorakhpur,2020-05-08,3,3,0,0,113
8751,Uttar Pradesh,Hapur,2020-05-08,54,33,21,0,113
8752,Uttar Pradesh,Hardoi,2020-05-08,2,0,2,0,113
8753,Uttar Pradesh,Hathras,2020-05-08,9,5,4,0,113
8754,Uttar Pradesh,Jalaun,2020-05-08,10,10,0,0,113
8755,Uttar Pradesh,Jaunpur,2020-05-08,9,4,5,0,113
8756,Uttar Pradesh,Jhansi,2020-05-08,20,18,0,2,113
8757,Uttar Pradesh,Kannauj,2020-05-08,7,3,4,0,113
8758,Uttar Pradesh,Kanpur Dehat,2020-05-08,2,1,0,1,113
8759,Uttar Pradesh,Kanpur Nagar,2020-05-08,294,237,51,6,113
8760,Uttar Pradesh,Kasganj,2020-05-08,4,1,3,0,113
8761,Uttar Pradesh,Kaushambi,2020-05-08,2,0,2,0,113
8762,Uttar Pradesh,Kushinagar,2020-05-08,2,2,0,0,113
8763,Uttar Pradesh,Lakhimpur Kheri,2020-05-08,4,0,4,0,113
8764,Uttar Pradesh,Lucknow,2020-05-08,247,81,165,1,113
8765,Uttar Pradesh,Maharajganj,2020-05-08,7,1,6,0,113
8766,Uttar Pradesh,Mahoba,2020-05-08,2,2,0,0,113
8767,Uttar Pradesh,Mainpuri,2020-05-08,11,6,4,1,113
8768,Uttar Pradesh,Mathura,2020-05-08,47,38,5,4,113
8769,Uttar Pradesh,Mau,2020-05-08,1,0,1,0,113
8770,Uttar Pradesh,Meerut,2020-05-08,196,121,65,10,113
8771,Uttar Pradesh,Mirzapur,2020-05-08,4,2,2,0,113
8772,Uttar Pradesh,Moradabad,2020-05-08,120,38,75,7,113
8773,Uttar Pradesh,Muzaffarnagar,2020-05-08,26,7,19,0,113
8774,Uttar Pradesh,Pilibhit,2020-05-08,4,2,2,0,113
8775,Uttar Pradesh,Pratapgarh,2020-05-08,12,6,6,0,113
8776,Uttar Pradesh,Prayagraj,2020-05-08,18,16,1,1,113
8777,Uttar Pradesh,Rae Bareli,2020-05-08,47,39,8,0,113
8778,Uttar Pradesh,Rampur,2020-05-08,28,12,16,0,113
8779,Uttar Pradesh,Saharanpur,2020-05-08,203,76,127,0,113
8780,Uttar Pradesh,Sambhal,2020-05-08,27,21,6,0,113
8781,Uttar Pradesh,Sant Kabir Nagar,2020-05-08,30,28,2,0,113
8782,Uttar Pradesh,Shahjahanpur,2020-05-08,1,0,1,0,113
8783,Uttar Pradesh,Shamli,2020-05-08,29,2,27,0,113
8784,Uttar Pradesh,Shrawasti,2020-05-08,9,5,3,1,113
8785,Uttar Pradesh,Siddharthnagar,2020-05-08,19,19,0,0,113
8786,Uttar Pradesh,Sitapur,2020-05-08,22,5,17,0,113
8787,Uttar Pradesh,Sultanpur,2020-05-08,4,4,0,0,113
8788,Uttar Pradesh,Unnao,2020-05-08,3,2,1,0,113
8789,Uttar Pradesh,Varanasi,2020-05-08,78,56,21,1,113
8790,Uttarakhand,Almora,2020-05-08,1,0,1,0,113
8791,Uttarakhand,Dehradun,2020-05-08,34,7,26,1,113
8792,Uttarakhand,Haridwar,2020-05-08,8,3,5,0,113
8793,Uttarakhand,Nainital,2020-05-08,10,2,8,0,113
8794,Uttarakhand,Pauri Garhwal,2020-05-08,1,0,1,0,113
8795,Uttarakhand,Udham Singh Nagar,2020-05-08,9,5,4,0,113
8796,West Bengal,Birbhum,2020-05-08,6,3,3,0,113
8797,West Bengal,Darjeeling,2020-05-08,7,1,5,1,113
8798,West Bengal,Hooghly,2020-05-08,54,38,12,4,113
8799,West Bengal,Howrah,2020-05-08,362,318,24,20,113
8800,West Bengal,Jalpaiguri,2020-05-08,4,0,4,0,113
8801,West Bengal,Kalimpong,2020-05-08,7,0,6,1,113
8802,West Bengal,Kolkata,2020-05-08,846,572,167,107,113
8803,West Bengal,Malda,2020-05-08,3,3,0,0,113
8804,West Bengal,Murshidabad,2020-05-08,1,0,0,1,113
8805,West Bengal,Nadia,2020-05-08,9,1,8,0,113
8806,West Bengal,North 24 Parganas,2020-05-08,232,162,49,21,113
8807,West Bengal,Other State,2020-05-08,14,13,0,1,113
8808,West Bengal,Paschim Bardhaman,2020-05-08,12,4,6,2,113
8809,West Bengal,Paschim Medinipur,2020-05-08,17,14,3,0,113
8810,West Bengal,Purba Bardhaman,2020-05-08,5,3,2,0,113
8811,West Bengal,Purba Medinipur,2020-05-08,44,20,23,1,113
8812,West Bengal,South 24 Parganas,2020-05-08,55,43,11,1,113
8813,Andaman and Nicobar Islands,North and Middle Andaman,2020-05-09,1,0,1,0,114
8814,Andaman and Nicobar Islands,South Andaman,2020-05-09,32,0,32,0,114
8815,Andhra Pradesh,Anantapur,2020-05-09,102,54,44,4,114
8816,Andhra Pradesh,Chittoor,2020-05-09,96,22,74,0,114
8817,Andhra Pradesh,East Godavari,2020-05-09,46,17,29,0,114
8818,Andhra Pradesh,Guntur,2020-05-09,376,200,168,8,114
8819,Andhra Pradesh,Krishna,2020-05-09,338,191,134,13,114
8820,Andhra Pradesh,Kurnool,2020-05-09,553,320,218,15,114
8821,Andhra Pradesh,Other State,2020-05-09,27,27,0,0,114
8822,Andhra Pradesh,Prakasam,2020-05-09,61,1,60,0,114
8823,Andhra Pradesh,S.P.S. Nellore,2020-05-09,96,32,61,3,114
8824,Andhra Pradesh,Srikakulam,2020-05-09,5,5,0,0,114
8825,Andhra Pradesh,Visakhapatnam,2020-05-09,62,38,23,1,114
8826,Andhra Pradesh,Vizianagaram,2020-05-09,4,4,0,0,114
8827,Andhra Pradesh,West Godavari,2020-05-09,68,35,33,0,114
8828,Andhra Pradesh,Y.S.R. Kadapa,2020-05-09,96,53,43,0,114
8829,Arunachal Pradesh,Lohit,2020-05-09,1,0,1,0,114
8830,Assam,Bongaigaon,2020-05-09,5,5,0,0,114
8831,Assam,Cachar,2020-05-09,11,10,1,0,114
8832,Assam,Dhubri,2020-05-09,5,0,5,0,114
8833,Assam,Goalpara,2020-05-09,6,2,4,0,114
8834,Assam,Golaghat,2020-05-09,9,0,9,0,114
