,State,district,date,confirmed,active,recovered,deceased,DaysFromFirstDate
2845,Jammu and Kashmir,Shupiyan,2020-04-27,68,55,13,0,102
2846,Jammu and Kashmir,Srinagar,2020-04-27,86,35,50,1,102
2847,Jammu and Kashmir,Udhampur,2020-04-27,20,8,11,1,102
2848,Jharkhand,Bokaro,2020-04-27,10,5,4,1,102
2849,Jharkhand,Deoghar,2020-04-27,2,2,0,0,102
2850,Jharkhand,Dhanbad,2020-04-27,2,2,0,0,102
2851,Jharkhand,Garhwa,2020-04-27,3,3,0,0,102
2852,Jharkhand,Giridih,2020-04-27,1,1,0,0,102
2853,Jharkhand,Hazaribagh,2020-04-27,3,1,2,0,102
2854,Jharkhand,Jamtara,2020-04-27,1,1,0,0,102
2855,Jharkhand,Kodarma,2020-04-27,1,1,0,0,102
2856,Jharkhand,Palamu,2020-04-27,3,3,0,0,102
2857,Jharkhand,Ranchi,2020-04-27,75,63,10,2,102
2858,Jharkhand,Simdega,2020-04-27,2,1,1,0,102
2859,Karnataka,Bagalkote,2020-04-27,26,19,6,1,102
2860,Karnataka,Ballari,2020-04-27,13,8,5,0,102
2861,Karnataka,Belagavi,2020-04-27,54,47,6,1,102
2862,Karnataka,Bengaluru,2020-04-27,134,72,57,5,102
2863,Karnataka,Bengaluru Rural,2020-04-27,12,4,8,0,102
2864,Karnataka,Bidar,2020-04-27,15,6,9,0,102
2865,Karnataka,Chikkaballapura,2020-04-27,18,5,11,2,102
2866,Karnataka,Chitradurga,2020-04-27,1,0,1,0,102
2867,Karnataka,Dakshina Kannada,2020-04-27,20,7,11,2,102
2868,Karnataka,Davanagere,2020-04-27,2,0,2,0,102
2869,Karnataka,Dharwad,2020-04-27,9,7,2,0,102
2870,Karnataka,Gadag,2020-04-27,4,3,0,1,102
2871,Karnataka,Kalaburagi,2020-04-27,38,26,7,5,102
2872,Karnataka,Kodagu,2020-04-27,1,0,1,0,102
2873,Karnataka,Mandya,2020-04-27,18,14,4,0,102
2874,Karnataka,Mysuru,2020-04-27,89,46,43,0,102
2875,Karnataka,Tumakuru,2020-04-27,3,1,1,1,102
2876,Karnataka,Udupi,2020-04-27,3,0,3,0,102
2877,Karnataka,Uttara Kannada,2020-04-27,11,1,10,0,102
2878,Karnataka,Vijayapura,2020-04-27,41,33,6,2,102
2879,Kerala,Alappuzha,2020-04-27,5,0,5,0,102
2880,Kerala,Ernakulam,2020-04-27,24,2,21,1,102
2881,Kerala,Idukki,2020-04-27,24,14,10,0,102
2882,Kerala,Kannur,2020-04-27,112,49,61,2,102
2883,Kerala,Kasaragod,2020-04-27,175,15,160,0,102
2884,Kerala,Kollam,2020-04-27,14,6,8,0,102
2885,Kerala,Kottayam,2020-04-27,20,17,3,0,102
2886,Kerala,Kozhikode,2020-04-27,24,5,19,0,102
2887,Kerala,Malappuram,2020-04-27,23,6,17,0,102
2888,Kerala,Palakkad,2020-04-27,13,6,7,0,102
2889,Kerala,Pathanamthitta,2020-04-27,17,3,14,0,102
2890,Kerala,Thiruvananthapuram,2020-04-27,15,0,14,1,102
2891,Kerala,Thrissur,2020-04-27,13,0,13,0,102
2892,Kerala,Wayanad,2020-04-27,3,0,3,0,102
2893,Ladakh,Kargil,2020-04-27,5,1,4,0,102
2894,Ladakh,Leh,2020-04-27,15,3,12,0,102
2895,Madhya Pradesh,Agar Malwa,2020-04-27,11,10,0,1,102
2896,Madhya Pradesh,Alirajpur,2020-04-27,3,3,0,0,102
2897,Madhya Pradesh,Barwani,2020-04-27,24,14,10,0,102
2898,Madhya Pradesh,Betul,2020-04-27,1,1,0,0,102
2899,Madhya Pradesh,Bhopal,2020-04-27,428,277,139,12,102
2900,Madhya Pradesh,Chhindwara,2020-04-27,5,4,0,1,102
2901,Madhya Pradesh,Dewas,2020-04-27,24,13,5,6,102
2902,Madhya Pradesh,Dhar,2020-04-27,36,35,0,1,102
2903,Madhya Pradesh,Dindori,2020-04-27,1,1,0,0,102
2904,Madhya Pradesh,Gwalior,2020-04-27,4,2,2,0,102
2905,Madhya Pradesh,Harda,2020-04-27,1,1,0,0,102
2906,Madhya Pradesh,Hoshangabad,2020-04-27,33,22,9,2,102
2907,Madhya Pradesh,Indore,2020-04-27,1207,1024,123,60,102
2908,Madhya Pradesh,Jabalpur,2020-04-27,69,61,7,1,102
2909,Madhya Pradesh,Khandwa,2020-04-27,36,23,12,1,102
2910,Madhya Pradesh,Khargone,2020-04-27,61,43,12,6,102
2911,Madhya Pradesh,Mandsaur,2020-04-27,9,7,0,2,102
2912,Madhya Pradesh,Morena,2020-04-27,13,0,13,0,102
2913,Madhya Pradesh,Other Region,2020-04-27,2,2,0,0,102
2914,Madhya Pradesh,Raisen,2020-04-27,33,32,1,0,102
2915,Madhya Pradesh,Ratlam,2020-04-27,13,13,0,0,102
2916,Madhya Pradesh,Sagar,2020-04-27,5,4,1,0,102
2917,Madhya Pradesh,Shajapur,2020-04-27,6,5,1,0,102
2918,Madhya Pradesh,Sheopur,2020-04-27,4,2,2,0,102
2919,Madhya Pradesh,Shivpuri,2020-04-27,2,0,2,0,102
2920,Madhya Pradesh,Tikamgarh,2020-04-27,2,2,0,0,102
2921,Madhya Pradesh,Ujjain,2020-04-27,119,97,5,17,102
2922,Madhya Pradesh,Vidisha,2020-04-27,13,0,13,0,102
2923,Maharashtra,Ahmadnagar,2020-04-27,36,12,22,2,102
2924,Maharashtra,Akola,2020-04-27,29,21,7,1,102
2925,Maharashtra,Amravati,2020-04-27,20,9,4,7,102
2926,Maharashtra,Aurangabad,2020-04-27,50,22,22,6,102
2927,Maharashtra,Bid,2020-04-27,1,0,1,0,102
2928,Maharashtra,Buldana,2020-04-27,21,6,14,1,102
2929,Maharashtra,Chandrapur,2020-04-27,2,0,2,0,102
2930,Maharashtra,Dhule,2020-04-27,25,22,0,3,102
2931,Maharashtra,Gondiya,2020-04-27,1,0,1,0,102
2932,Maharashtra,Hingoli,2020-04-27,8,7,1,0,102
2933,Maharashtra,Jalgaon,2020-04-27,19,13,1,5,102
2934,Maharashtra,Jalna,2020-04-27,2,2,0,0,102
2935,Maharashtra,Kolhapur,2020-04-27,10,6,4,0,102
2936,Maharashtra,Latur,2020-04-27,9,0,8,1,102
2937,Maharashtra,Mumbai,2020-04-27,5407,4547,641,219,102
2938,Maharashtra,Nagpur,2020-04-27,107,86,20,1,102
2939,Maharashtra,Nanded,2020-04-27,1,1,0,0,102
2940,Maharashtra,Nandurbar,2020-04-27,11,10,0,1,102
2941,Maharashtra,Nashik,2020-04-27,131,117,2,12,102
2942,Maharashtra,Osmanabad,2020-04-27,3,0,3,0,102
2943,Maharashtra,Other States,2020-04-27,25,23,0,2,102
2944,Maharashtra,Palghar,2020-04-27,141,102,35,4,102
2945,Maharashtra,Parbhani,2020-04-27,1,1,0,0,102
2946,Maharashtra,Pune,2020-04-27,1052,762,210,80,102
2947,Maharashtra,Raigarh,2020-04-27,57,36,20,1,102
2948,Maharashtra,Ratnagiri,2020-04-27,8,2,5,1,102
2949,Maharashtra,Sangli,2020-04-27,27,1,25,1,102
2950,Maharashtra,Satara,2020-04-27,29,24,3,2,102
2951,Maharashtra,Sindhudurg,2020-04-27,1,0,1,0,102
2952,Maharashtra,Solapur,2020-04-27,47,42,0,5,102
2953,Maharashtra,Thane,2020-04-27,738,599,125,14,102
2954,Maharashtra,Unknown,2020-04-27,522,428,94,0,102
2955,Maharashtra,Washim,2020-04-27,1,0,1,0,102
2956,Maharashtra,Yavatmal,2020-04-27,48,38,10,0,102
2957,Manipur,Imphal East,2020-04-27,1,0,1,0,102
2958,Manipur,Imphal West,2020-04-27,1,0,1,0,102
2959,Meghalaya,East Khasi Hills,2020-04-27,7,7,0,0,102
2960,Meghalaya,Unknown,2020-04-27,5,4,0,1,102
2961,Mizoram,Aizawl,2020-04-27,1,1,0,0,102
2962,Odisha,Baleshwar,2020-04-27,16,16,0,0,102
2963,Odisha,Bhadrak,2020-04-27,16,14,2,0,102
2964,Odisha,Cuttack,2020-04-27,1,0,1,0,102
2965,Odisha,Dhenkanal,2020-04-27,1,0,1,0,102
2966,Odisha,Jajapur,2020-04-27,19,18,1,0,102
2967,Odisha,Kalahandi,2020-04-27,2,0,2,0,102
2968,Odisha,Kendrapara,2020-04-27,2,1,1,0,102
2969,Odisha,Khordha,2020-04-27,46,20,25,1,102
2970,Odisha,Koraput,2020-04-27,1,1,0,0,102
2971,Odisha,Puri,2020-04-27,1,0,1,0,102
2972,Odisha,Sundargarh,2020-04-27,6,3,3,0,102
2973,Puducherry,Mahe,2020-04-27,1,0,1,0,102
2974,Puducherry,Puducherry,2020-04-27,7,3,4,0,102
2975,Punjab,Amritsar,2020-04-27,14,6,6,2,102
2976,Punjab,Barnala,2020-04-27,2,0,1,1,102
2977,Punjab,Faridkot,2020-04-27,3,2,1,0,102
2978,Punjab,Fatehgarh Sahib,2020-04-27,2,0,2,0,102
2979,Punjab,Firozpur,2020-04-27,1,1,0,0,102
2980,Punjab,Gurdaspur,2020-04-27,1,0,0,1,102
2981,Punjab,Hoshiarpur,2020-04-27,7,1,5,1,102
2982,Punjab,Jalandhar,2020-04-27,78,68,7,3,102
2983,Punjab,Kapurthala,2020-04-27,6,3,2,1,102
2984,Punjab,Ludhiana,2020-04-27,18,6,8,4,102
2985,Punjab,Mansa,2020-04-27,13,10,3,0,102
2986,Punjab,Moga,2020-04-27,4,0,4,0,102
2987,Punjab,Pathankot,2020-04-27,25,15,9,1,102
2988,Punjab,Patiala,2020-04-27,61,58,2,1,102
2989,Punjab,Rupnagar,2020-04-27,3,0,2,1,102
2990,Punjab,S.A.S. Nagar,2020-04-27,63,33,28,2,102
2991,Punjab,Sangrur,2020-04-27,3,1,2,0,102
2992,Punjab,Shahid Bhagat Singh Nagar,2020-04-27,20,1,18,1,102
2993,Punjab,Sri Muktsar Sahib,2020-04-27,1,1,0,0,102
2994,Punjab,Tarn Taran,2020-04-27,5,5,0,0,102
2995,Rajasthan,Ajmer,2020-04-27,124,119,5,0,102
2996,Rajasthan,Alwar,2020-04-27,7,1,5,1,102
2997,Rajasthan,Banswara,2020-04-27,62,31,31,0,102
2998,Rajasthan,Barmer,2020-04-27,2,1,1,0,102
2999,Rajasthan,Bharatpur,2020-04-27,110,103,5,2,102
3000,Rajasthan,Bhilwara,2020-04-27,35,3,30,2,102
3001,Rajasthan,Bikaner,2020-04-27,37,0,36,1,102
3002,Rajasthan,Chittaurgarh,2020-04-27,8,8,0,0,102
3003,Rajasthan,Churu,2020-04-27,14,1,13,0,102
3004,Rajasthan,Dausa,2020-04-27,21,14,7,0,102
3005,Rajasthan,Dhaulpur,2020-04-27,5,4,1,0,102
3006,Rajasthan,Dungarpur,2020-04-27,6,1,5,0,102
3007,Rajasthan,Evacuees,2020-04-27,61,27,34,0,102
3008,Rajasthan,Hanumangarh,2020-04-27,11,9,2,0,102
3009,Rajasthan,Italians,2020-04-27,2,0,2,0,102
3010,Rajasthan,Jaipur,2020-04-27,833,562,244,27,102
3011,Rajasthan,Jaisalmer,2020-04-27,35,5,30,0,102
3012,Rajasthan,Jhalawar,2020-04-27,40,24,16,0,102
3013,Rajasthan,Jhunjhunu,2020-04-27,42,2,40,0,102
3014,Rajasthan,Jodhpur,2020-04-27,375,288,81,6,102
3015,Rajasthan,Karauli,2020-04-27,3,1,2,0,102
3016,Rajasthan,Kota,2020-04-27,165,62,98,5,102
3017,Rajasthan,Nagaur,2020-04-27,116,106,9,1,102
3018,Rajasthan,Pali,2020-04-27,3,1,2,0,102
3019,Rajasthan,Pratapgarh,2020-04-27,2,0,2,0,102
3020,Rajasthan,Rajsamand,2020-04-27,1,1,0,0,102
3021,Rajasthan,Sawai Madhopur,2020-04-27,8,8,0,0,102
3022,Rajasthan,Sikar,2020-04-27,5,1,2,2,102
3023,Rajasthan,Tonk,2020-04-27,123,87,35,1,102
3024,Rajasthan,Udaipur,2020-04-27,6,2,4,0,102
3025,Tamil Nadu,Ariyalur,2020-04-27,5,5,0,0,102
3026,Tamil Nadu,Chengalpattu,2020-04-27,55,55,0,0,102
3027,Tamil Nadu,Chennai,2020-04-27,575,476,99,0,102
3028,Tamil Nadu,Coimbatore,2020-04-27,141,66,75,0,102
3029,Tamil Nadu,Cuddalore,2020-04-27,26,26,0,0,102
3030,Tamil Nadu,Dharmapuri,2020-04-27,1,1,0,0,102
3031,Tamil Nadu,Dindigul,2020-04-27,80,80,0,0,102
3032,Tamil Nadu,Erode,2020-04-27,70,70,0,0,102
3033,Tamil Nadu,Kallakurichi,2020-04-27,6,6,0,0,102
3034,Tamil Nadu,Kancheepuram,2020-04-27,18,18,0,0,102
3035,Tamil Nadu,Kanniyakumari,2020-04-27,16,16,0,0,102
3036,Tamil Nadu,Karur,2020-04-27,41,41,0,0,102
3037,Tamil Nadu,Madurai,2020-04-27,79,51,28,0,102
3038,Tamil Nadu,Nagapattinam,2020-04-27,44,44,0,0,102
3039,Tamil Nadu,Namakkal,2020-04-27,59,59,0,0,102
3040,Tamil Nadu,Perambalur,2020-04-27,7,7,0,0,102
3041,Tamil Nadu,Pudukkottai,2020-04-27,1,1,0,0,102
3042,Tamil Nadu,Ramanathapuram,2020-04-27,15,15,0,0,102
3043,Tamil Nadu,Ranipet,2020-04-27,38,38,0,0,102
3044,Tamil Nadu,Salem,2020-04-27,31,21,10,0,102
3045,Tamil Nadu,Sivaganga,2020-04-27,12,6,6,0,102
3046,Tamil Nadu,Tenkasi,2020-04-27,35,35,0,0,102
3047,Tamil Nadu,Thanjavur,2020-04-27,54,53,1,0,102
3048,Tamil Nadu,The Nilgiris,2020-04-27,9,9,0,0,102
3049,Tamil Nadu,Theni,2020-04-27,44,26,18,0,102
3050,Tamil Nadu,Thiruvallur,2020-04-27,54,54,0,0,102
3051,Tamil Nadu,Thiruvarur,2020-04-27,30,14,16,0,102
3052,Tamil Nadu,Thoothukkudi,2020-04-27,27,20,7,0,102
3053,Tamil Nadu,Tiruchirappalli,2020-04-27,51,18,33,0,102
3054,Tamil Nadu,Tirunelveli,2020-04-27,65,35,30,0,102
3055,Tamil Nadu,Tirupathur,2020-04-27,18,18,0,0,102
3056,Tamil Nadu,Tiruppur,2020-04-27,112,112,0,0,102
3057,Tamil Nadu,Tiruvannamalai,2020-04-27,11,11,0,0,102
3058,Tamil Nadu,Vellore,2020-04-27,23,23,0,0,102
3059,Tamil Nadu,Viluppuram,2020-04-27,52,34,18,0,102
3060,Tamil Nadu,Virudhunagar,2020-04-27,32,32,0,0,102
3061,Telangana,Adilabad,2020-04-27,21,13,8,0,102
3062,Telangana,Bhadradri Kothagudem,2020-04-27,4,0,4,0,102
3063,Telangana,Hyderabad,2020-04-27,542,373,151,18,102
3064,Telangana,Jagitial,2020-04-27,3,1,2,0,102
3065,Telangana,Jangoan,2020-04-27,3,2,1,0,102
3066,Telangana,Jayashankar,2020-04-27,3,3,0,0,102
3067,Telangana,Jogulamba Gadwal,2020-04-27,45,35,9,1,102
3068,Telangana,Kamareddy,2020-04-27,12,4,8,0,102
3069,Telangana,Karimnagar,2020-04-27,19,4,15,0,102
3070,Telangana,Khammam,2020-04-27,8,7,1,0,102
3071,Telangana,Kumuram Bheem Asifabad,2020-04-27,7,7,0,0,102
3072,Telangana,Mahabubabad,2020-04-27,1,0,1,0,102
3073,Telangana,Mahabubnagar,2020-04-27,11,3,8,0,102
3074,Telangana,Mancherial,2020-04-27,1,0,0,1,102
3075,Telangana,Medak,2020-04-27,5,2,3,0,102
3076,Telangana,Medchal Malkajgiri,2020-04-27,22,18,3,1,102
3077,Telangana,Mulugu,2020-04-27,2,0,2,0,102
3078,Telangana,Nagarkurnool,2020-04-27,2,0,2,0,102
3079,Telangana,Nalgonda,2020-04-27,17,6,11,0,102
3080,Telangana,Narayanpet,2020-04-27,1,0,0,1,102
3081,Telangana,Nirmal,2020-04-27,20,9,11,0,102
3082,Telangana,Nizamabad,2020-04-27,61,34,27,0,102
3083,Telangana,Peddapalli,2020-04-27,2,1,1,0,102
3084,Telangana,Rajanna Sircilla,2020-04-27,3,3,0,0,102
3085,Telangana,Ranga Reddy,2020-04-27,33,21,10,2,102
3086,Telangana,Sangareddy,2020-04-27,7,2,5,0,102
3087,Telangana,Siddipet,2020-04-27,1,0,1,0,102
3088,Telangana,Suryapet,2020-04-27,83,79,4,0,102
3089,Telangana,Vikarabad,2020-04-27,37,30,6,1,102
3090,Telangana,Warangal Urban,2020-04-27,27,5,22,0,102
3091,Tripura,Gomati,2020-04-27,1,0,1,0,102
3092,Tripura,North Tripura,2020-04-27,1,0,1,0,102
3093,Uttar Pradesh,Agra,2020-04-27,384,322,52,10,102
3094,Uttar Pradesh,Aligarh,2020-04-27,23,22,0,1,102
3095,Uttar Pradesh,Amroha,2020-04-27,25,20,5,0,102
3096,Uttar Pradesh,Auraiya,2020-04-27,10,10,0,0,102
3097,Uttar Pradesh,Ayodhya,2020-04-27,1,1,0,0,102
3098,Uttar Pradesh,Azamgarh,2020-04-27,8,5,3,0,102
3099,Uttar Pradesh,Baghpat,2020-04-27,15,4,11,0,102
3100,Uttar Pradesh,Bahraich,2020-04-27,9,9,0,0,102
3101,Uttar Pradesh,Balrampur,2020-04-27,1,1,0,0,102
3102,Uttar Pradesh,Banda,2020-04-27,3,3,0,0,102
3103,Uttar Pradesh,Bara Banki,2020-04-27,1,0,1,0,102
3104,Uttar Pradesh,Bareilly,2020-04-27,7,1,6,0,102
3105,Uttar Pradesh,Basti,2020-04-27,23,9,13,1,102
3106,Uttar Pradesh,Bhadohi,2020-04-27,1,1,0,0,102
3107,Uttar Pradesh,Bijnor,2020-04-27,30,29,1,0,102
3108,Uttar Pradesh,Budaun,2020-04-27,16,15,1,0,102
3109,Uttar Pradesh,Bulandshahr,2020-04-27,50,40,9,1,102
3110,Uttar Pradesh,Etah,2020-04-27,3,3,0,0,102
3111,Uttar Pradesh,Etawah,2020-04-27,2,2,0,0,102
3112,Uttar Pradesh,Firozabad,2020-04-27,100,96,3,1,102
3113,Uttar Pradesh,Gautam Buddha Nagar,2020-04-27,133,62,71,0,102
3114,Uttar Pradesh,Ghaziabad,2020-04-27,58,27,31,0,102
3115,Uttar Pradesh,Ghazipur,2020-04-27,6,1,5,0,102
3116,Uttar Pradesh,Gonda,2020-04-27,1,1,0,0,102
3117,Uttar Pradesh,Gorakhpur,2020-04-27,1,1,0,0,102
3118,Uttar Pradesh,Hapur,2020-04-27,26,22,4,0,102
3119,Uttar Pradesh,Hardoi,2020-04-27,2,0,2,0,102
3120,Uttar Pradesh,Hathras,2020-04-27,4,0,4,0,102
3121,Uttar Pradesh,Jalaun,2020-04-27,2,2,0,0,102
3122,Uttar Pradesh,Jaunpur,2020-04-27,5,1,4,0,102
3123,Uttar Pradesh,Jhansi,2020-04-27,1,1,0,0,102
3124,Uttar Pradesh,Kannauj,2020-04-27,7,6,1,0,102
3125,Uttar Pradesh,Kanpur Nagar,2020-04-27,197,187,7,3,102
3126,Uttar Pradesh,Kasganj,2020-04-27,3,3,0,0,102
3127,Uttar Pradesh,Kaushambi,2020-04-27,2,0,2,0,102
3128,Uttar Pradesh,Kheri,2020-04-27,4,0,4,0,102
3129,Uttar Pradesh,Lucknow,2020-04-27,196,158,37,1,102
3130,Uttar Pradesh,Mahrajganj,2020-04-27,6,0,6,0,102
3131,Uttar Pradesh,Mainpuri,2020-04-27,5,5,0,0,102
3132,Uttar Pradesh,Mathura,2020-04-27,10,10,0,0,102
3133,Uttar Pradesh,Mau,2020-04-27,1,1,0,0,102
3134,Uttar Pradesh,Meerut,2020-04-27,92,41,46,5,102
3135,Uttar Pradesh,Mirzapur,2020-04-27,3,2,1,0,102
3136,Uttar Pradesh,Moradabad,2020-04-27,104,95,3,6,102
3137,Uttar Pradesh,Muzaffarnagar,2020-04-27,18,15,3,0,102
3138,Uttar Pradesh,Pilibhit,2020-04-27,3,1,2,0,102
3139,Uttar Pradesh,Pratapgarh,2020-04-27,7,1,6,0,102
3140,Uttar Pradesh,Prayagraj,2020-04-27,4,3,1,0,102
3141,Uttar Pradesh,Rae Bareli,2020-04-27,43,43,0,0,102
3142,Uttar Pradesh,Rampur,2020-04-27,21,16,5,0,102
3143,Uttar Pradesh,Saharanpur,2020-04-27,181,171,10,0,102
3144,Uttar Pradesh,Sambhal,2020-04-27,13,13,0,0,102
3145,Uttar Pradesh,Sant Kabir Nagar,2020-04-27,21,21,0,0,102
3146,Uttar Pradesh,Shahjahanpur,2020-04-27,1,0,1,0,102
3147,Uttar Pradesh,Shamli,2020-04-27,27,9,18,0,102
3148,Uttar Pradesh,Shrawasti,2020-04-27,5,4,0,1,102
3149,Uttar Pradesh,Sitapur,2020-04-27,20,8,12,0,102
3150,Uttar Pradesh,Sultanpur,2020-04-27,3,3,0,0,102
3151,Uttar Pradesh,Unnao,2020-04-27,1,1,0,0,102
3152,Uttar Pradesh,Varanasi,2020-04-27,37,28,8,1,102
3153,Uttarakhand,Almora,2020-04-27,1,0,1,0,102
3154,Uttarakhand,Dehradun,2020-04-27,28,17,11,0,102
3155,Uttarakhand,Haridwar,2020-04-27,7,7,0,0,102
3156,Uttarakhand,Nainital,2020-04-27,10,4,6,0,102
3157,Uttarakhand,Pauri Garhwal,2020-04-27,1,0,1,0,102
3158,Uttarakhand,Udham Singh Nagar,2020-04-27,4,0,4,0,102
3159,West Bengal,Darjeeling,2020-04-27,4,4,0,0,102
3160,West Bengal,Hooghly,2020-04-27,12,12,0,0,102
3161,West Bengal,Howrah,2020-04-27,79,79,0,0,102
3162,West Bengal,Jalpaiguri,2020-04-27,5,5,0,0,102
3163,West Bengal,Kalimpong,2020-04-27,7,7,0,0,102
3164,West Bengal,Kolkata,2020-04-27,184,184,0,0,102
3165,West Bengal,Medinipur East,2020-04-27,22,22,0,0,102
3166,West Bengal,Murshidabad,2020-04-27,2,2,0,0,102
3167,West Bengal,Nadia,2020-04-27,6,6,0,0,102
3168,West Bengal,North 24 Parganas,2020-04-27,47,47,0,0,102
3169,West Bengal,Paschim Bardhaman,2020-04-27,7,7,0,0,102
3170,West Bengal,Purba Bardhaman,2020-04-27,1,1,0,0,102
3171,West Bengal,South 24 Parganas,2020-04-27,12,12,0,0,102
3172,West Bengal,Unknown,2020-04-27,261,136,105,20,102
3173,Andaman and Nicobar Islands,North and Middle Andaman,2020-04-28,1,0,1,0,103
3174,Andaman and Nicobar Islands,South Andaman,2020-04-28,32,18,14,0,103
3175,Andhra Pradesh,Anantapur,2020-04-28,54,36,14,4,103
3176,Andhra Pradesh,Chittoor,2020-04-28,74,58,16,0,103
3177,Andhra Pradesh,East Godavari,2020-04-28,39,27,12,0,103
3178,Andhra Pradesh,Guntur,2020-04-28,254,207,39,8,103
3179,Andhra Pradesh,Krishna,2020-04-28,223,186,29,8,103
3180,Andhra Pradesh,Kurnool,2020-04-28,332,280,43,9,103
3181,Andhra Pradesh,Prakasam,2020-04-28,56,33,23,0,103
3182,Andhra Pradesh,S.P.S. Nellore,2020-04-28,82,56,24,2,103
3183,Andhra Pradesh,Srikakulam,2020-04-28,4,4,0,0,103
3184,Andhra Pradesh,Visakhapatnam,2020-04-28,22,3,19,0,103
3185,Andhra Pradesh,West Godavari,2020-04-28,54,43,11,0,103
3186,Andhra Pradesh,Y.S.R.,2020-04-28,65,37,28,0,103
3187,Arunachal Pradesh,Lohit,2020-04-28,1,0,1,0,103
3188,Assam,Bongaigaon,2020-04-28,1,1,0,0,103
3189,Assam,Cachar,2020-04-28,2,2,0,0,103
3190,Assam,Dhubri,2020-04-28,4,4,0,0,103
3191,Assam,Goalpara,2020-04-28,5,2,3,0,103
3192,Assam,Golaghat,2020-04-28,1,1,0,0,103
3193,Assam,Hailakandi,2020-04-28,1,0,0,1,103
3194,Assam,Jorhat,2020-04-28,8,8,0,0,103
3195,Assam,Kamrup,2020-04-28,1,0,1,0,103
3196,Assam,Kamrup Metropolitan,2020-04-28,6,6,0,0,103
3197,Assam,Lakhimpur,2020-04-28,1,0,1,0,103
3198,Assam,Morigaon,2020-04-28,3,3,0,0,103
3199,Assam,Nalbari,2020-04-28,3,3,0,0,103
3200,Assam,South Salmara Mancachar,2020-04-28,1,0,1,0,103
3201,Assam,Unknown,2020-04-28,1,0,21,0,103
3202,Bihar,Araria,2020-04-28,1,1,0,0,103
3203,Bihar,Arwal,2020-04-28,4,4,0,0,103
3204,Bihar,Aurangabad,2020-04-28,7,7,0,0,103
3205,Bihar,Banka,2020-04-28,3,3,0,0,103
3206,Bihar,Begusarai,2020-04-28,9,4,5,0,103
3207,Bihar,Bhagalpur,2020-04-28,5,4,1,0,103
3208,Bihar,Bhojpur,2020-04-28,9,8,1,0,103
3209,Bihar,Buxar,2020-04-28,26,25,1,0,103
3210,Bihar,Darbhanga,2020-04-28,1,1,0,0,103
3211,Bihar,East Champaran,2020-04-28,5,5,0,0,103
3212,Bihar,Gaya,2020-04-28,6,1,5,0,103
3213,Bihar,Gopalganj,2020-04-28,18,15,3,0,103
3214,Bihar,Jehanabad,2020-04-28,4,4,0,0,103
3215,Bihar,Kaimur Bhabua,2020-04-28,18,18,0,0,103
3216,Bihar,Lakhisarai,2020-04-28,4,3,1,0,103
3217,Bihar,Madhepura,2020-04-28,1,1,0,0,103
3218,Bihar,Madhubani,2020-04-28,5,5,0,0,103
3219,Bihar,Munger,2020-04-28,92,80,11,1,103
3220,Bihar,Nalanda,2020-04-28,35,29,6,0,103
3221,Bihar,Nawada,2020-04-28,4,2,2,0,103
3222,Bihar,Patna,2020-04-28,39,34,5,0,103
3223,Bihar,Purnia,2020-04-28,1,1,0,0,103
3224,Bihar,Rohtas,2020-04-28,31,31,0,0,103
3225,Bihar,Saran,2020-04-28,4,3,1,0,103
3226,Bihar,Sheikhpura,2020-04-28,1,1,0,0,103
3227,Bihar,Sitamarhi,2020-04-28,1,1,0,0,103
3228,Bihar,Siwan,2020-04-28,30,8,22,0,103
3229,Bihar,Vaishali,2020-04-28,2,1,0,1,103
3230,Chandigarh,Chandigarh,2020-04-28,56,39,17,0,103
3231,Chhattisgarh,Bilaspur,2020-04-28,1,0,1,0,103
3232,Chhattisgarh,Durg,2020-04-28,1,0,1,0,103
3233,Chhattisgarh,Korba,2020-04-28,28,2,26,0,103
3234,Chhattisgarh,Raipur,2020-04-28,6,1,5,0,103
3235,Chhattisgarh,Rajnandgaon,2020-04-28,1,0,1,0,103
3236,Chhattisgarh,Unknown,2020-04-28,1,0,0,0,103
3237,Delhi,Delhi,2020-04-28,184,184,0,0,103
3238,Delhi,Delhi,2020-04-28,38,38,0,0,103
3239,Delhi,Delhi,2020-04-28,37,37,0,0,103
3240,Delhi,Delhi,2020-04-28,60,60,0,0,103
3241,Delhi,Delhi,2020-04-28,25,25,0,0,103
3242,Delhi,Delhi,2020-04-28,32,32,0,0,103
3243,Delhi,Delhi,2020-04-28,48,48,0,0,103
3244,Delhi,Delhi,2020-04-28,70,70,0,0,103
3245,Delhi,Delhi,2020-04-28,130,130,0,0,103
3246,Delhi,Delhi,2020-04-28,42,42,0,0,103
3247,Delhi,Delhi,2020-04-28,2526,0,1078,54,103
3248,Delhi,Delhi,2020-04-28,122,122,0,0,103
3249,Goa,North Goa,2020-04-28,6,0,6,0,103
3250,Goa,South Goa,2020-04-28,1,0,1,0,103
3251,Gujarat,Ahmadabad,2020-04-28,2542,2173,241,128,103
3252,Gujarat,Anand,2020-04-28,60,39,18,3,103
3253,Gujarat,Aravalli,2020-04-28,18,17,0,1,103
3254,Gujarat,Banas Kantha,2020-04-28,28,26,1,1,103
3255,Gujarat,Bharuch,2020-04-28,31,15,14,2,103
3256,Gujarat,Bhavnagar,2020-04-28,41,16,20,5,103
3257,Gujarat,Botad,2020-04-28,19,16,2,1,103
