,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Population.1,Graduate_Education,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Male_Literate,zone,Main_Workers,Positive,Age_Group_50,Having_latrine_facility_within_the_premises_Total_Households,NumCommunityHealthCenters_HMIS,recovered,NumRuralBeds_NHP18,Sikhs,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Literate,Age_not_stated,Total_Education,Households_with_Bicycle,Higher_Education,Households_with_Telephone_Mobile_Phone,Muslims,Households_with_separate_kitchen_Cooking_inside_house,Married_couples_4_Households,Workers,Other_Workers,Households_with_Television,Age_Group_0_29,Other_Education,Area,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Households_with_Radio_Transistor,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,type_Collection Site,Married_couples_5__Households,Agricultural_Workers,Households_with_Computer,Buddhists,Condition_of_occupied_census_houses_Dilapidated_Households,Total_Power_Parity,Households_with_Telephone_Mobile_Phone_Landline_only,Female,Illiterate_Education,Power_Parity_Less_than_Rs_45000,Housholds_with_Electric_Lighting,Married_couples_3_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Jains,NumDistrictHospitals_HMIS,Male_Workers,Location_of_drinking_water_source_Near_the_premises_Households,Households,Rural_population,District_code,Cultivator_Workers,Households_with_Telephone_Mobile_Phone_Both,Age_Group_30_49,Ownership_Owned_Households,Marginal_Workers,Household_size_5_persons_Households,Households_with_Car_Jeep_Van,Power_Parity_Rs_45000_90000,Ownership_Rented_Households,Household_size_3_to_5_persons_Households,confirmed,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Location_of_drinking_water_source_Away_Households,type_Private Laboratory,Gender_Ratio,Main_source_of_drinking_water_Tapwater_Households,Others_Religions,active,Power_Parity_Rs_45000_150000,Household_size_2_persons_Households,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_425000_545000,Middle_Education,Power_Parity_Rs_240000_330000,Having_bathing_facility_Total_Households,Urban_Households,deceased,Married_couples_1_Households,Female_ST,Negative,Power_Parity_Above_Rs_545000,Households_with_Scooter_Motorcycle_Moped,Household_size_1_to_2_persons,Household_size_9_persons_and_above_Households,NumUrbanBeds_NHP18,Household_size_3_persons_Households,type_Government Laboratory,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Main_source_of_drinking_water_Other_sources_Households,Urban_population,NumPrimaryHealthCenters_HMIS,Power_Parity_Rs_150000_330000,Religion_Not_Stated,Male_ST,Power_Parity_Rs_330000_425000,SC,Female_SC,NumPublicBeds_HMIS,Household_size_1_person_Households,Male_SC,Main_source_of_drinking_water_Un_covered_well_Households,ST,Female_Workers,Household_size_6_8_persons_Households,Primary_Education,Married_couples_None_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Density,Power_Parity_Rs_150000_240000,Households_with_Telephone_Mobile_Phone_Mobile_only,TotalSamples,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Non_Workers,Household_Workers,Hindus,Power_Parity_Rs_90000_150000,LPG_or_PNG_Households,TotalPublicHealthFacilities_HMIS,Power_Parity_Rs_330000_545000,Not_having_bathing_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_River_Canal_Households,Male,Married_couples_2_Households,NumUrbanHospitals_NHP18,Secondary_Education,NumRuralHospitals_NHP18,Female_Literate,Nationality,Population,NumSubDistrictHospitals_HMIS,Christians,Location_of_drinking_water_source_Within_the_premises_Households,Below_Primary_Education,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Household_size_4_persons_Households,Literate_Education,Married_couples_3_or_more_Households,Rural_Households
310,15,Tamil Nadu,Madurai,12,8,0,3038252,363152,2055,62999,1223810,3,1173902,4829,593827,472221,385,48,40179,520,283179,2273430,2532,2847799,325803,250285,618922,168881,714764,762,1354632,841792,708942,1528178,39350,"130,058",90919,228106,54832,0,129,372828,95311,199,10479,6917,41298,1511777,449125,458,754141,7350,23070,1532,32,902704,434208,1010441,37229590,623,92719,47472,913715,491822,180730,139168,30852,1632,279755,552457,112,7653,65204,10,996,678712,305,62,3158,113256,8103,710,532616,502,551839,592723,2,605700,5474,182541,738,228557,153915,8561,37353,154348,16,304,66623,19034,34917440,1854,1482,8602,5622,372,408976,203878,72616,40659,205098,3207,11096,451928,83006,525151,112608,5747,555,980,530152,188241,34097,26772,1683620,47293,2760502,1526,391821,2581,1082,246100,810,1526475,71390,525,453509,692,1049620,India,72147030,310,97711,298527,234611,1171,258941,2398674,8241,417718
311,15,Tamil Nadu,Perambalur,2,1,0,565223,44025,67,9740,208011,2,255097,4829,115151,33135,385,4,40179,83,109778,375823,483,552384,59863,41447,103116,32702,119795,92,299726,58801,125953,291371,9189,"130,058",16041,25925,2687,0,10,118278,7745,39,2940,979,6678,283066,109011,117,135751,1057,1923,38,32,162639,111622,188592,37229590,615,117304,5841,158218,132395,44629,26160,2259,346,14725,95746,40,1214,9087,10,996,122903,26,36,588,24583,1033,36,85101,79,56453,33179,0,105551,1292,182541,31,32178,35672,992,37353,28566,16,33,16674,864,34917440,1854,166,376,1292,40,175289,87845,72616,11089,87444,7474,2584,137087,16991,106751,28555,144,555,87,90597,188241,1507,4809,265497,5343,521658,242,49390,2581,76,92948,59,282157,14136,525,71650,692,167812,India,72147030,310,10301,28692,85210,933,41020,443373,1159,155413
312,15,Tamil Nadu,Pudukkottai,1,1,0,1618345,111731,5933,28927,608776,2,640248,4829,311175,109247,385,0,40179,119,272449,1110545,889,1614529,209024,121706,286329,114194,245499,661,761693,233333,324444,835853,31315,"130,058",39632,88107,8191,0,99,305149,18272,81,14516,2812,17749,815157,447346,349,354493,5400,36768,32,32,471099,275689,503941,37229590,621,209270,18996,470428,344074,121445,85132,7882,1005,42109,255959,3,4963,57924,10,996,301552,293,3,1641,42319,4166,132,270046,229,112174,104229,0,283940,636,182541,92,110324,59334,6851,37353,60971,16,119,24329,6134,34917440,1854,511,1992,647,86,284804,143376,72616,17015,141428,10324,1283,290594,68484,283299,54067,2875,555,282,249584,188241,4494,15330,856652,13941,1428784,636,82967,2581,218,278454,2213,803188,46461,525,251855,692,501769,India,72147030,310,72850,57015,97231,22488,109856,1167183,6160,399712
313,15,Tamil Nadu,Salem,0,1,0,3482056,296399,1128,77409,1285107,2,1561030,4829,713294,321173,385,24,40179,412,495095,2285562,1938,3290477,441388,242306,650064,95487,681331,609,1694160,841443,749932,1737345,60365,"130,058",96292,196973,39279,0,80,454210,63867,174,16423,8169,38760,1700485,955045,642,835377,7933,9970,992,32,1083797,593208,1170352,37229590,608,257004,46638,1029479,706525,133130,157811,30660,2185,199211,611941,35,10005,98845,10,996,723966,246,11,3912,141704,34442,943,518763,523,573822,597539,0,678452,58880,182541,515,352121,196664,6260,37353,176298,16,310,176899,6722,34917440,1854,1720,4547,60489,437,580512,286450,72616,54960,294062,79818,119369,610363,104034,571061,132976,32290,555,1197,564666,188241,20660,36933,1787896,141503,3326357,1727,448968,2581,1380,345077,1706,1781571,98849,525,457866,692,1000455,India,72147030,310,53841,226846,188672,414,277832,2335432,8622,572813
314,15,Tamil Nadu,Thanjavur,0,1,0,2405890,222410,1448,34935,944264,3,834484,4829,499235,272623,385,43,40179,231,307799,1790998,1543,2273994,343328,178126,446982,190814,514461,710,974079,397605,522490,1193095,49261,"130,058",97701,137848,24121,0,146,415361,42912,795,21937,4914,30075,1223474,461123,481,555582,6279,4635,1256,32,680483,374666,753372,37229590,620,129913,42853,712017,475525,139595,114151,17231,1474,108700,405697,58,6974,20460,10,996,499900,148,15,2538,77638,10854,370,419605,389,275134,274302,0,445798,1822,182541,348,161750,109324,7394,37353,111423,16,171,59898,2937,34917440,1854,992,2805,1739,187,455062,229203,72616,31686,225859,1831,3561,293596,82659,431983,93957,9827,555,603,374054,188241,13495,18669,1431811,31200,2075870,1064,223044,2581,557,329940,152,1182416,58184,525,373111,692,846734,India,72147030,310,133971,209948,138375,98,180123,1812871,7135,479070
315,15,Tamil Nadu,Theni,0,2,0,1245899,101147,508,11199,479403,2,530591,4829,252267,134167,385,42,40179,152,136873,870080,1145,1162299,99044,95231,209456,56751,304761,221,591642,223175,291879,618923,14674,"130,058",12593,57897,6570,0,30,315161,18830,79,5614,2642,11907,620216,270738,218,312310,2641,5981,28,32,368900,191986,410623,37229590,624,38367,10191,373564,243448,61051,53074,6607,734,78115,230233,51,2253,14993,10,996,320379,74,8,1240,53484,2136,367,213496,169,275383,221295,1,253069,881,182541,94,58034,75790,2508,37353,67104,16,225,61723,4165,34917440,1854,570,2251,954,153,258200,128300,72616,22306,129900,996,1835,222742,32434,219747,54954,1117,555,401,187358,188241,4667,14776,654257,14939,1148990,506,147529,2581,520,65582,1281,625683,30050,525,156676,692,390677,India,72147030,310,37574,133986,90590,27,110055,891561,2892,189328
316,15,Tamil Nadu,Thiruvallur,9,25,0,3728104,451321,1374,148885,1495711,3,1247918,4829,643614,636991,385,50,40179,1422,280985,2791721,4419,3297728,374923,303091,772398,143093,805187,1021,1538054,1135784,857364,1925296,66378,"130,058",175520,222750,112276,0,130,270586,174279,951,17057,7731,62993,1852042,610048,539,909400,9615,44284,3693,32,1103563,531907,1119433,37229590,602,73444,78827,1154775,636443,290136,164709,54505,1940,291863,671689,135,10795,63193,10,996,625071,530,85,3672,118838,11779,876,600731,455,786843,732196,0,717165,23551,182541,580,363741,150892,12554,37353,185181,16,474,133464,41640,34917440,1854,1592,18959,23692,472,821646,411120,72616,32054,410526,53570,47243,434491,103687,461918,117828,5948,555,1137,630578,188241,75634,76666,2190050,58240,3325823,1732,621907,2581,1348,151979,412,1876062,93063,525,622789,692,1296010,India,72147030,310,233633,343722,181452,858,321799,2687680,10766,387237
317,15,Tamil Nadu,Thiruvarur,0,1,0,1264277,99082,287,21924,503085,3,412425,4829,257116,130231,385,22,40179,258,186342,946471,2163,1243066,189906,103908,225629,96092,295870,288,540168,164657,287260,627880,28166,"130,058",78485,80899,6894,0,65,295188,15535,151,11980,2272,33727,637584,175564,271,303114,2565,3155,279,32,369853,231871,408179,37229590,619,69883,32084,377118,287483,127743,63701,6790,781,34994,222880,33,4145,14124,10,996,244534,64,11,1278,44333,1062,117,243773,193,116640,86848,0,247478,1568,182541,108,72916,62703,2822,37353,59777,16,89,27218,2493,34917440,1854,433,1456,1466,65,430927,216210,72616,18370,214717,860,3034,170315,39566,250163,50060,369,555,240,159818,188241,4416,12762,724109,10440,1132785,497,109580,2581,182,211331,134,626693,27515,525,203450,692,443386,India,72147030,310,33192,81976,138960,241,99402,1067502,2918,321331
318,15,Tamil Nadu,Thoothukkudi,1,1,0,1750176,155613,183,22241,703106,2,657447,4829,361374,232062,385,26,40179,127,213983,1349697,1708,1654109,238770,133010,344974,80740,395509,305,748095,476073,407876,887717,31525,"130,058",44596,100451,18842,0,44,200644,35791,286,7586,3677,21769,885155,265032,310,437916,3323,12079,53,32,503727,285519,636739,37229590,627,48515,31720,499377,334992,90648,81845,14650,1016,120883,293049,29,6586,37467,10,996,397652,112,2,1869,69621,2817,294,315817,273,289243,300661,1,341382,2445,182541,292,124851,107150,4990,37353,81999,16,334,57791,8856,34917440,1854,725,3030,2466,187,347895,175232,72616,37529,172663,7483,4911,244368,59135,372036,83342,1621,555,452,291485,188241,11455,19186,1002081,22863,1373920,853,200616,2581,481,175081,1162,865021,35928,525,227154,692,646591,India,72147030,310,291908,141338,153922,1878,129205,1389077,3672,336078
319,15,Tamil Nadu,Tiruchirappalli,1,0,0,2722290,291506,888,47674,1087765,2,1082329,4829,575960,340058,385,46,40179,324,302377,2038981,2411,2526067,362952,223178,537414,190964,556177,739,1213979,634142,592152,1346661,70392,"130,058",70112,233925,49741,0,139,378782,79588,250,12804,6411,34800,1370006,401149,472,651621,6897,7303,628,32,789206,375662,875727,37229590,614,170669,55391,797258,500203,131650,123698,28571,1610,188095,461837,57,7220,37971,10,996,607773,253,11,3060,98241,13913,573,447474,490,398567,423020,0,513890,8784,182541,646,234290,142144,7495,37353,132507,16,566,59769,4714,34917440,1854,1331,4302,9414,329,466561,235771,72616,43903,230790,12369,18198,424773,89376,444023,111432,11815,555,841,447223,188241,30046,29132,1508311,30386,2279413,1450,333478,2581,902,302285,862,1352284,67755,525,418930,692,951216,India,72147030,310,246156,287219,229415,839,205632,2124918,7775,452707
320,15,Tamil Nadu,Tirunelveli,1,0,0,3077233,247635,619,43906,1210710,2,1271407,4829,644563,390799,385,59,40179,268,353711,2273457,2264,2950484,379446,220088,571195,303368,716049,740,1436454,701312,694984,1554277,71437,"130,058",64366,183729,29935,0,140,379763,63590,373,11111,7501,48828,1556321,621010,572,779130,6758,18456,144,32,876175,485131,1064667,37229590,628,115715,54192,876129,641511,165047,147790,24290,1979,163635,531125,67,10677,38406,10,996,731794,450,8,3603,121617,9471,858,517646,469,471783,516705,0,606589,5161,182541,484,195295,183875,8581,37353,145882,16,419,100348,14772,34917440,1854,1560,4746,5109,424,569714,290144,72616,62258,279570,3638,10270,560279,96746,618656,136895,7021,555,1091,468175,188241,19070,66068,1640779,239664,2425630,1624,361760,2581,1282,348544,2719,1520912,69205,525,390495,692,1062747,India,72147030,310,342254,296790,263517,346,237453,2329474,7638,547962
321,15,Tamil Nadu,Tiruvannamalai,3,14,0,2464875,158041,310,40597,909803,2,970072,4829,477668,135162,385,10,40179,232,449825,1626813,1956,2455139,309133,174560,389329,91636,349169,968,1238177,373753,505170,1301347,36454,"130,058",53134,73410,10740,0,149,525063,27529,157,12541,4189,23596,1228986,672427,545,549077,8445,4775,7898,32,738995,401432,710163,37229590,606,292641,19983,683904,536269,268105,126599,7851,1519,47934,382614,40,4166,33865,10,996,496596,110,30,2317,68693,3628,271,423135,324,262010,147061,0,422698,44998,182541,131,138956,96016,9408,37353,90489,16,253,102902,2850,34917440,1854,807,3486,45956,118,565329,282714,72616,27323,282615,32837,90954,499182,105226,442688,83936,2926,555,483,345750,188241,6445,25166,1226698,46720,2294369,798,176242,2581,389,331254,700,1235889,77068,525,343955,692,717010,India,72147030,310,66987,157967,203879,915,165526,1782712,9562,563102
322,15,Tamil Nadu,Vellore,2,4,0,3936331,308514,515,91887,1504355,3,1360185,4829,720713,381181,385,16,40179,676,523845,2773928,3068,3857257,491133,311434,653681,414760,668730,1470,1689330,985852,797713,2096113,71127,"130,058",115013,93309,36342,0,231,391955,69912,438,18371,8092,45427,1974643,891430,789,865913,12677,12602,3514,32,1123874,524806,1140300,37229590,605,175108,45832,1116437,764911,329145,198632,20393,2455,144061,615915,29,9537,78184,10,996,765045,251,12,4125,101364,26385,777,719731,579,693191,486801,1,681392,36292,182541,402,286002,137654,14336,37353,149485,16,741,240563,10424,34917440,1854,1661,7445,36663,340,860212,435544,72616,36290,424668,26842,72955,565456,159413,721473,118114,24708,555,1082,562422,188241,20623,49781,2247001,136415,3397857,1670,417535,2581,1117,234127,616,1961688,113434,525,641585,692,1269573,India,72147030,310,111390,324328,191963,1047,267798,2965827,14378,653499
323,15,Tamil Nadu,Viluppuram,4,1,0,3458873,229726,842,59841,1234479,2,1260802,4829,624042,169801,385,29,40179,325,621276,2195776,3476,3430072,351418,246856,547305,133896,459716,1706,1703249,463153,676077,1881463,45680,"130,058",90689,101921,14829,0,368,832213,43311,238,15143,5306,35440,1718054,999902,730,748444,12652,9540,4032,32,1017383,612231,967314,37229590,607,369646,27731,949892,726665,442447,175528,13030,2002,67280,518788,169,7054,57534,10,996,663958,278,138,3043,86811,3534,271,549742,437,307759,159272,2,579796,37289,182541,143,184050,114590,16143,37353,120940,16,190,125683,5283,34917440,1854,1001,6884,37570,118,1015716,504847,72616,27779,510869,35352,74859,685866,154822,646306,102350,1117,555,564,484134,188241,8472,21746,1755624,38237,3174941,1041,228172,2581,389,496584,1555,1740819,107471,525,508930,692,961297,India,72147030,310,138279,134578,202930,1860,222320,2430170,14726,808042
324,16,Bihar,Aurangabad,0,1,0,2540073,91371,170,2770,868733,2,480286,547,340948,84329,63,6,6083,295,298422,1466002,7585,2618129,195301,136783,235248,237353,367543,11594,837770,192497,45871,1626969,8329,"94,163",349524,102946,2292,0,5613,426096,31168,334,25019,2215,8511,1221389,784131,585,44456,32349,6326,775,43,599157,101279,477297,92341436,235,178525,5268,564571,377134,357484,62063,7145,940,6754,137515,14,4133,38179,0,918,13998,19,8,1375,23974,1849,27,302662,12,166509,49006,0,221195,533,2299,29,32335,30619,75580,5936,27722,6,4141,116469,5513,11758016,2007,182,7946,500,17,612064,295903,17796,6645,316161,12987,1033,238613,143408,482199,27729,867,"1,102",170,221469,29841,2362,5123,1702303,40652,2291133,435,24106,2146,44,220613,221,1318684,88642,103,253142,930,597269,India,104099452,33,2218,247664,559512,422,47730,1833998,49556,428291
325,16,Bihar,Bhagalpur,0,1,0,3037766,118843,208,30554,937669,2,534129,547,397654,189954,63,3,6083,415,362961,1573066,12573,3116132,220531,154643,308044,537098,447618,3692,983528,312678,117040,1952879,16119,"94,163",437176,131976,8210,0,1160,475228,46929,180,48643,2814,13542,1422103,1139715,667,174534,14964,16767,1050,43,740056,209060,653161,92341436,224,135161,10349,674660,540365,449399,105148,8644,1127,13460,264904,13,28147,104069,0,918,45919,32,10,1720,49203,4187,69,300767,30,208730,130634,0,430436,31635,2299,70,47618,59018,48168,5936,63325,6,8046,119362,14245,11758016,2007,245,7569,35545,42,318569,148902,17796,9815,169667,58207,67180,243472,191216,524322,41388,1904,"1,102",215,284153,29841,6764,33566,2054238,60461,2487866,593,63241,2146,111,354576,1431,1615663,71666,103,247079,930,635397,India,104099452,33,3556,250177,614644,883,96431,1976417,19816,522527
326,16,Bihar,Jehanabad,0,1,0,1125313,45519,56,1009,374412,2,251690,547,155106,50439,63,0,6083,148,129431,618881,1381,1221874,69637,68748,100130,75742,171798,4802,365378,84676,32086,714244,3539,"94,163",165527,49416,1251,0,1987,179519,11302,248,15987,960,3263,539731,495877,248,27641,14343,3149,60,43,266423,60659,214792,92341436,239,86108,2527,254582,176076,113688,30599,2522,408,4205,69576,5,2913,21606,0,918,6054,58,5,598,11836,871,10,117558,5,74772,28132,0,108063,618,2299,13,13682,14984,31213,5936,14459,6,4098,49655,2880,11758016,2007,86,3249,667,6,222974,107940,17796,3148,115034,5236,1285,98955,65873,165906,12597,249,"1,102",81,94340,29841,1106,3673,759935,15075,1045117,190,15507,2146,16,106874,54,585582,39854,103,112966,930,244469,India,104099452,33,691,99381,211761,159,24518,725997,21132,186660
327,16,Bihar,Kishanganj,0,1,0,1690400,15386,17,29710,439921,2,384416,547,188447,34858,63,0,6083,398,297250,745056,1224,1714516,177516,25989,130592,1149095,111597,382,529064,87702,28736,1139615,3761,"94,163",315573,51858,1022,0,78,321867,14073,183,13210,1347,4204,823430,945397,402,58718,2134,7913,1476,43,421192,159662,445150,92341436,210,107862,4035,361114,326865,144648,55440,2436,574,4776,153832,1,5479,33601,0,918,4264,28,1,834,37799,994,20,89025,9,108435,43357,0,276414,31718,2299,14,19539,50719,22757,5936,44945,6,8431,94113,7046,11758016,2007,64,2201,32506,13,113118,55154,17796,12920,57964,7220,64224,107872,108403,235779,39845,399,"1,102",55,122353,29841,1093,6661,1161336,11633,531236,260,11715,2146,33,227276,527,866970,16858,103,42778,930,305135,India,104099452,33,5783,142448,356401,323,53447,769119,2594,401793
328,16,Bihar,Patna,0,1,0,5838465,452340,463,90643,2028047,3,1371267,547,815638,507581,63,18,6083,4803,433555,3459679,13609,7511199,430595,463361,662665,439952,899309,18736,1881886,867118,453344,3626564,46126,"94,163",666585,227469,61156,0,7766,658203,132582,1062,71080,7065,38617,2759953,2590473,1091,546859,60090,17401,2151,43,1436411,252246,1210094,92341436,230,271216,33562,1382654,829728,510619,175456,49821,2325,104162,411646,47,24702,97253,0,918,231255,203,29,4202,60489,7981,293,920051,129,562795,552103,0,609661,4352,2299,476,176114,78118,139437,5936,83095,6,11250,223867,14948,11758016,2007,821,21668,4717,180,920918,438830,17796,17629,482088,32808,9069,445475,328240,1095655,77267,4474,"1,102",692,590486,29841,40692,33740,3956579,85349,5356075,1877,321307,2146,473,394646,885,3078512,183921,103,698351,930,1431632,India,104099452,33,12551,607942,1244842,1105,153095,4920726,86592,657991
329,16,Bihar,Rohtas,1,2,0,2959918,161555,121,5158,1061783,3,542439,547,407193,128652,63,22,6083,2569,322377,1799832,3809,3065196,224824,194928,312557,300487,432151,13663,924879,252736,106218,1875174,16006,"94,163",412516,123491,4727,0,7318,405544,36279,1584,28748,1555,12400,1416372,876443,299,114893,37743,6761,252,43,707939,73129,608061,92341436,234,218087,8169,673742,433720,382440,75928,10819,588,15995,166203,54,6234,26201,0,918,25242,537,31,951,27143,2969,45,399053,20,248462,95678,1,260042,15251,2299,46,49892,35246,87548,5936,32977,6,5119,163333,5613,11758016,2007,187,6185,16399,28,549546,262950,17796,8103,286596,8126,31650,216940,166881,548971,33837,1544,"1,102",167,291988,29841,4594,5419,2035039,48512,2645415,363,41659,2146,73,207416,556,1543546,103275,103,333053,930,738049,India,104099452,33,2889,356548,535187,471,57298,2188753,58724,512383
330,16,Bihar,Sheohar,0,1,0,656246,10091,10,371,171645,2,137804,547,93398,30398,63,0,6083,216,116626,283698,1698,657067,73447,16031,83296,99342,135021,136,216372,32192,11722,421241,661,"94,163",145016,56957,430,0,28,136334,6698,73,5295,489,2267,309573,348078,173,10004,733,923,52,43,166693,75837,166000,92341436,205,38727,1669,139909,147280,78568,24466,1410,211,830,71746,3,4936,15128,0,918,2091,44,3,301,26938,589,3,37063,1,52118,7516,0,124984,141,2299,4,7678,33670,3989,5936,22278,6,1721,41108,718,11758016,2007,5,3505,177,2,96655,45566,17796,6732,51089,389,318,49679,39484,91277,14705,249,"1,102",4,79360,29841,478,4592,439874,9119,552492,90,3983,2146,5,96771,55,346673,8303,103,25657,930,112053,India,104099452,33,522,57924,128209,140,25002,308989,897,158484
331,16,Chandigarh,Chandigarh,2,1,0,1055450,174528,36,2001,465346,3,385929,129,148945,206017,2,21,0,138329,7578,805438,346,915756,135055,98786,209783,51447,226263,676,404136,395072,193932,602411,20188,114,6167,65936,67323,0,119,1687,78113,1160,8256,34145,14027,474787,184265,893,231204,4872,1372,1960,4,328159,27384,298367,28991,55,2578,47345,303748,112043,18207,44396,60494,3631,110377,144460,134,542,5182,0,818,227354,246,112,10783,24396,196,4461,114209,2444,210801,289456,1,162464,0,1698,7897,109701,39616,7984,778,36024,3,263,7208,1120,1026459,40,6729,1014,0,3382,199086,92730,3756,15220,106356,45,0,75977,43001,118667,42854,164,"9,252",4285,148411,1845,44283,1178,651314,4799,852574,7152,168344,47,7843,24260,12,580663,24076,4,124707,0,340092,India,1055450,1,8720,202495,80406,204,64040,731491,5667,8911
332,16,Karnataka,Davanagere,4,0,0,1945497,123863,305,92179,720637,2,705099,705,336173,188046,207,2,21072,307,205125,1308540,2255,1943790,146389,154781,284572,265805,391623,2466,875207,317050,256051,1068518,32375,"191,791",109075,44415,15464,0,675,295873,39416,164,19580,3062,23773,959097,467414,406,372671,12634,7637,6417,42,585639,208670,530691,37469335,567,230846,21280,538551,320621,170108,85525,15449,865,73448,249307,47,3885,74855,5,973,282186,1743,41,1588,31291,5397,337,206686,169,353628,176011,4,285888,115304,87756,91,90291,42195,23597,49093,54589,12,345,61319,2370,23625962,2547,402,7176,117808,237,392595,194296,56333,10904,198299,3072,233112,289568,89741,446793,49045,3557,319,233,239519,93535,7320,77157,1070290,31438,1658465,723,100812,2943,574,51212,4433,986400,54132,374,269748,2471,587903,India,61095297,147,5420,121315,242130,529,109193,1476376,15775,354680
333,16,Karnataka,Dharwad,0,1,0,1847023,137768,140,33936,711776,2,690948,705,322577,212091,207,6,21072,1486,146939,1301664,823,1792359,111313,143453,266330,386834,366405,3053,784833,396449,233604,1017935,34302,"191,791",40704,77142,27168,0,991,207642,49585,715,10402,3519,24241,909817,428556,289,347962,13714,27724,29037,42,543776,106104,483104,37469335,562,164279,30610,505688,275419,93885,78024,21127,801,87134,223035,12,4680,52813,5,973,300159,2748,6,1738,32050,1518,386,185530,170,349008,283397,0,259494,43375,87756,284,91208,44413,24731,49093,52869,12,988,32917,2689,23625962,2547,585,7436,44173,237,177855,88718,56333,12363,89137,2403,87548,241057,79875,383041,48850,734,319,415,211479,93535,15013,12686,1062190,16463,1390020,937,140584,2943,623,23046,2568,937206,45952,374,227113,2471,589888,India,61095297,147,28747,213137,252596,22327,92142,1363803,17758,199707
334,16,Maharashtra,Mumbai,0,1,0,3085411,343374,465,275,1410680,3,1209334,16758,583243,427208,430,1694,12398,13471,9340,2509022,15577,2829453,56086,378764,602209,773173,621109,2446,1284396,1227062,543699,1553005,57044,"307,713",7707,221503,100244,0,541,5745,204234,134257,9825,60163,61038,1400803,262312,1001,625927,15197,5759,166000,70,1021009,85525,1107321,61556074,519,6051,150960,933586,428162,75062,113720,80168,3485,185170,369160,11394,6813,10889,19,929,623468,31094,9264,13819,69186,11722,7597,603937,3595,610641,1107321,436,409944,11605,172462,18289,105842,105710,34584,39048,102012,20,1044,36613,3741,50818259,2638,14430,9099,13488,5027,219934,108370,68998,36524,111564,273,25093,263387,128284,399792,135178,9819,365,10835,390211,189220,121344,9072,1801015,45538,1873762,10334,494883,3239,12624,27097,453,1684608,74432,438,665263,273,1098342,India,112374333,101,84555,541324,118967,1100,153428,2567141,18184,0
335,16,Tamil Nadu,Chennai,1,0,0,4646732,905515,1061,43461,1968079,3,1619554,5409,899279,1057802,385,339,40179,2851,6553,3776276,6894,4061097,409796,464207,1017122,439270,1092062,1926,1817297,1751824,1055696,2271657,67277,"130,058",170162,398414,264763,0,414,13674,355838,2804,9435,15742,114191,2310888,419065,471,1096334,15288,19543,51708,32,1369302,245763,1314125,37229590,603,14454,214074,1468902,522493,197743,182588,146388,2117,565934,798018,2647,2587,16519,10,996,908587,1759,2285,5802,139139,3927,1214,720331,1866,1073399,1314125,23,859219,4854,195831,3686,515581,169721,15916,37353,237897,16,619,15930,18353,34917440,1854,3820,38356,5207,748,779667,390666,72616,30582,389001,3500,10061,447995,122912,516445,118340,2888,555,1954,688857,202436,217368,7440,2829435,37345,3751322,3685,910262,2581,1962,33168,49,2335844,111380,525,801050,692,1808197,India,72147030,310,358662,844285,167207,80,377533,3642032,17628,0
336,16,Tamil Nadu,Thiruvallur,1,0,0,3728104,451321,1374,148885,1495711,3,1247918,5409,643614,636991,385,50,40179,1422,280985,2791721,4419,3297728,374923,303091,772398,143093,805187,1021,1538054,1135784,857364,1925296,66378,"130,058",175520,222750,112276,0,130,270586,174279,951,17057,7731,62993,1852042,610048,539,909400,9615,44284,3693,32,1103563,531907,1119433,37229590,602,73444,78827,1154775,636443,290136,164709,54505,1940,291863,671689,198,10795,63193,10,996,625071,530,147,3672,118838,11779,876,600731,455,786843,732196,1,717165,23551,195831,580,363741,150892,12554,37353,185181,16,474,133464,41640,34917440,1854,1592,18959,23692,472,821646,411120,72616,32054,410526,53570,47243,434491,103687,461918,117828,5948,555,1137,630578,202436,75634,76666,2190050,58240,3325823,1732,621907,2581,1348,151979,412,1876062,93063,525,622789,692,1296010,India,72147030,310,233633,343722,181452,858,321799,2687680,10766,387237
